CLAIM_ID,POLICY_ID,CUSTOMER_ID,CLAIM_TYPE,INCIDENT_DATE,REPORTED_DATE,CLAIM_AMOUNT,CLAIM_STATUS,SETTLEMENT_AMOUNT,PROCESSING_DAYS,FRAUD_FLAG,FRAUD_SCORE,SOURCE,CLAIM_SEVERITY
CLM000003633,POL000081501,CUST00065319,Travel Disruption,2022-02-08,2022-02-14,1180154,Approved,1065234,11,No,0.9552,Hospital,Low
CLM000003634,POL000097755,CUST00031863,Liability,2023-04-25,2023-04-26,41655,Approved,35986,20,No,0.7256,Customer,Medium
CLM000003635,POL000050897,CUST00045102,Hospitalization,2023-01-13,2023-01-15,20517,Approved,16542,21,No,0.4709,Third Party,Medium
CLM000003636,POL000015843,CUST00069516,Property Damage,2023-02-20,2023-02-25,913449,Approved,848041,7,No,0.2398,Third Party,Medium
CLM000003637,POL000015096,CUST00009056,Death,2024-08-30,2024-08-31,14329,Approved,11539,26,No,0.8965,Police,Low
CLM000003638,POL000009793,CUST00054011,Theft,2023-08-30,2023-09-11,12493,Pending,0,16,No,0.6647,Surveyor,High
CLM000003639,POL000033488,CUST00094743,Vehicle Damage,2023-06-16,2023-06-19,1313071,Approved,1116540,33,No,0.9448,Garage,High
CLM000003640,POL000144156,CUST00047116,Travel Disruption,2023-11-25,2023-11-27,161849,Approved,130301,27,No,0.7134,Customer,Low
CLM000003641,POL000124057,CUST00016138,Property Damage,2024-05-20,2024-05-28,36137,Approved,31731,21,No,0.6458,Garage,Medium
CLM000003642,POL000015054,CUST00039496,Vehicle Damage,2024-05-26,2024-05-28,20801,Approved,16803,2,No,0.4512,Third Party,Medium
CLM000003643,POL000027451,CUST00028599,Theft,2025-02-11,2025-02-15,24613,Under Investigation,0,52,No,0.9873,Hospital,Low
CLM000003644,POL000145462,CUST00077999,Property Damage,2023-02-17,2023-02-22,46649,Rejected,0,25,No,0.3018,Customer,Low
CLM000003645,POL000113978,CUST00084570,Travel Disruption,2025-05-07,2025-05-12,60023,Approved,55373,5,No,0.8377,Hospital,Low
CLM000003646,POL000030373,CUST00032999,Death,2024-08-10,2024-08-13,314214,Pending,0,29,No,0.4718,Garage,High
CLM000003647,POL000085895,CUST00001773,Vehicle Damage,2025-09-25,2025-09-28,795319,Under Investigation,0,26,No,0.0003,Customer,High
CLM000003648,POL000133999,CUST00070698,Accident,2026-08-02,2026-08-03,139202,Approved,121966,7,No,0.9649,Police,Medium
CLM000003649,POL000090629,CUST00010894,Vehicle Damage,2024-12-20,2024-12-26,172876,Rejected,0,32,No,0.58,Police,Medium
CLM000003650,POL000129437,CUST00073517,Death,2026-01-30,2026-02-01,56194,Approved,46124,30,No,0.2931,Garage,Low
CLM000003651,POL000085637,CUST00001397,Property Damage,2026-08-27,2026-08-31,161929,Pending,0,14,No,0.5239,Third Party,Low
CLM000003652,POL000115369,CUST00096845,Property Damage,2022-06-27,2022-07-05,699719,Rejected,0,3,No,0.541,Police,Medium
CLM000003653,POL000100871,CUST00046661,Liability,2025-11-02,2025-11-03,30831,Approved,29392,46,No,0.8149,Third Party,High
CLM000003654,POL000093668,CUST00018897,Vehicle Damage,2026-08-03,2026-08-15,1225820,Approved,1062215,11,No,0.3188,Hospital,High
CLM000003655,POL000102455,CUST00074540,Vehicle Damage,2025-02-03,2025-02-10,64915,Pending,0,6,No,0.4307,Third Party,Low
CLM000003656,POL000098654,CUST00096785,Hospitalization,2023-09-24,2023-09-24,80519,Approved,77000,18,No,0.8093,Garage,High
CLM000003657,POL000129169,CUST00091794,Liability,2025-10-28,2025-10-31,113613,Approved,91905,14,No,0.2441,Garage,High
CLM000003658,POL000134726,CUST00019461,Travel Disruption,2025-09-10,2025-09-14,60746,Approved,55783,25,No,0.1247,Police,Medium
CLM000003659,POL000101366,CUST00091082,Vehicle Damage,2023-05-31,2023-06-10,92630,Approved,76572,31,No,0.5089,Surveyor,Low
CLM000003660,POL000040830,CUST00062976,Property Damage,2023-05-26,2023-06-07,1208798,Pending,0,37,No,0.4881,Third Party,Low
CLM000003661,POL000051970,CUST00027304,Hospitalization,2023-03-21,2023-03-26,66212,Approved,54362,18,No,0.9599,Police,Low
CLM000003662,POL000124892,CUST00032501,Liability,2024-10-15,2024-10-20,2023157,Approved,1704150,27,No,0.5462,Hospital,High
CLM000003663,POL000149566,CUST00010410,Death,2026-01-31,2026-02-05,114632,Rejected,0,21,No,0.2364,Hospital,Medium
CLM000003664,POL000103653,CUST00032804,Vehicle Damage,2023-03-23,2023-03-29,421779,Approved,385979,19,No,0.9196,Third Party,Medium
CLM000003665,POL000023588,CUST00063312,Accident,2025-12-20,2025-12-23,12794,Approved,10409,12,No,0.6584,Third Party,Low
CLM000003666,POL000145983,CUST00067877,Liability,2024-01-18,2024-01-26,87312,Approved,84837,16,No,0.7697,Police,Low
CLM000003667,POL000123636,CUST00063366,Accident,2022-08-14,2022-08-21,31549,Approved,31055,30,No,0.1505,Third Party,Medium
CLM000003668,POL000102915,CUST00056328,Hospitalization,2026-03-04,2026-03-05,347592,Approved,347116,7,No,0.8834,Customer,Medium
CLM000003669,POL000093626,CUST00005916,Travel Disruption,2025-02-20,2025-03-03,9799,Approved,9604,11,No,0.2585,Customer,Low
CLM000003670,POL000001150,CUST00094097,Property Damage,2025-05-04,2025-05-12,690049,Approved,582282,14,No,0.7244,Customer,Medium
CLM000003671,POL000125253,CUST00096850,Travel Disruption,2024-08-15,2024-08-16,79674,Approved,71554,28,No,0.2249,Hospital,Low
CLM000003672,POL000020428,CUST00030278,Death,2025-11-29,2025-12-03,820891,Approved,733772,20,No,0.2557,Customer,Low
CLM000003673,POL000093159,CUST00034905,Accident,2026-01-27,2026-01-29,64489,Approved,58079,36,Suspected,0.2401,Surveyor,High
CLM000003674,POL000112411,CUST00012956,Vehicle Damage,2026-03-12,2026-03-18,2180340,Pending,0,14,No,0.7244,Customer,Low
CLM000003675,POL000061473,CUST00021709,Vehicle Damage,2023-05-05,2023-05-10,29585,Partially Approved,19987,14,Suspected,0.9831,Customer,Low
CLM000003676,POL000035565,CUST00030263,Death,2022-04-15,2022-04-24,727470,Approved,604181,22,No,0.7279,Third Party,Medium
CLM000003677,POL000148539,CUST00010680,Vehicle Damage,2022-01-19,2022-01-29,111775,Approved,108643,11,No,0.9003,Garage,Low
CLM000003678,POL000012561,CUST00063848,Theft,2022-09-14,2022-09-19,102673,Pending,0,12,No,0.1909,Hospital,Low
CLM000003679,POL000132076,CUST00093909,Vehicle Damage,2024-04-02,2024-04-12,6129,Approved,4965,31,No,0.6383,Third Party,Low
CLM000003680,POL000145774,CUST00026230,Death,2024-04-03,2024-04-09,85776,Under Investigation,0,38,No,0.8384,Garage,Medium
CLM000003681,POL000127626,CUST00078473,Vehicle Damage,2023-12-24,2024-01-03,17954,Approved,16420,41,No,0.0972,Third Party,Low
CLM000003682,POL000084731,CUST00095876,Theft,2022-01-01,2022-01-11,17236,Approved,16398,24,No,0.0114,Customer,Low
CLM000003683,POL000079672,CUST00022931,Travel Disruption,2024-05-09,2024-05-15,216143,Pending,0,9,No,0.7832,Surveyor,Low
CLM000003684,POL000086043,CUST00086427,Travel Disruption,2026-01-14,2026-01-19,31239,Approved,30652,10,No,0.5049,Surveyor,Medium
CLM000003685,POL000147431,CUST00065261,Liability,2025-07-07,2025-07-08,46444,Approved,44888,3,No,0.274,Garage,Low
CLM000003686,POL000054972,CUST00049754,Travel Disruption,2025-04-27,2025-05-01,7330,Approved,6240,26,No,0.0264,Surveyor,Low
CLM000003687,POL000139889,CUST00049130,Hospitalization,2024-05-02,2024-05-07,685993,Pending,0,45,No,0.9205,Hospital,Low
CLM000003688,POL000118488,CUST00038789,Hospitalization,2023-09-02,2023-09-12,23424,Rejected,0,17,No,0.8081,Garage,Low
CLM000003689,POL000130785,CUST00012886,Vehicle Damage,2025-08-05,2025-08-07,72087,Approved,69130,10,No,0.4994,Surveyor,Medium
CLM000003690,POL000101846,CUST00054446,Hospitalization,2023-09-13,2023-09-18,19832,Approved,18561,16,No,0.3463,Third Party,Low
CLM000003691,POL000088278,CUST00006869,Theft,2023-03-08,2023-03-10,28121,Approved,24829,22,No,0.253,Police,Medium
CLM000003692,POL000118395,CUST00036296,Hospitalization,2022-04-24,2022-04-30,23465,Approved,21601,25,No,0.4717,Police,Low
CLM000003693,POL000008719,CUST00067448,Liability,2025-03-29,2025-04-01,374881,Pending,0,31,No,0.0836,Garage,Low
CLM000003694,POL000103564,CUST00096708,Vehicle Damage,2024-05-27,2024-06-03,187518,Approved,187202,25,No,0.7498,Police,Medium
CLM000003695,POL000059292,CUST00059532,Property Damage,2024-08-19,2024-08-28,67937,Approved,67911,15,No,0.4377,Garage,Low
CLM000003696,POL000039844,CUST00015448,Accident,2025-12-14,2025-12-16,197396,Approved,170040,19,No,0.5933,Third Party,Low
CLM000003697,POL000148053,CUST00077096,Property Damage,2023-01-21,2023-01-22,15739,Approved,15105,32,No,0.5208,Police,Low
CLM000003698,POL000105567,CUST00023212,Death,2025-09-14,2025-09-18,29309,Rejected,0,8,No,0.5953,Surveyor,Low
CLM000003699,POL000131089,CUST00029218,Death,2023-05-20,2023-05-24,226000,Approved,196396,17,No,0.6957,Hospital,Medium
CLM000003700,POL000039177,CUST00074577,Vehicle Damage,2025-12-21,2026-01-01,233065,Approved,187698,20,No,0.7617,Customer,Low
CLM000003701,POL000122771,CUST00083031,Liability,2026-01-11,2026-01-20,143233,Pending,0,24,No,0.2651,Garage,Medium
CLM000003702,POL000036884,CUST00068924,Accident,2023-04-28,2023-05-04,88896,Approved,83624,28,No,0.6074,Police,Medium
CLM000003703,POL000037658,CUST00016860,Travel Disruption,2022-06-04,2022-06-12,328563,Approved,285191,29,Suspected,0.7166,Hospital,High
CLM000003704,POL000110831,CUST00020506,Death,2024-02-14,2024-02-15,135723,Approved,113671,7,No,0.0503,Customer,Low
CLM000003705,POL000022358,CUST00048823,Liability,2024-02-10,2024-02-14,766416,Approved,708239,44,No,0.1951,Hospital,Medium
CLM000003706,POL000027590,CUST00063689,Accident,2026-03-28,2026-04-10,23437,Approved,21588,5,No,0.2205,Customer,Low
CLM000003707,POL000052420,CUST00014355,Accident,2022-11-03,2022-11-20,32662,Approved,30300,14,No,0.1279,Surveyor,Low
CLM000003708,POL000032820,CUST00080079,Accident,2022-03-18,2022-03-31,66766,Rejected,0,33,No,0.5208,Police,Low
CLM000003709,POL000109076,CUST00066353,Travel Disruption,2025-01-31,2025-02-14,59123,Pending,0,6,No,0.9972,Third Party,Low
CLM000003710,POL000124125,CUST00083811,Death,2025-10-31,2025-11-07,174001,Approved,169424,17,No,0.8647,Customer,Medium
CLM000003711,POL000042083,CUST00064666,Death,2024-04-08,2024-04-20,2454664,Approved,2037614,29,No,0.0053,Police,Medium
CLM000003712,POL000109325,CUST00058135,Property Damage,2023-12-24,2024-01-01,34725,Approved,31377,21,No,0.9166,Garage,Low
CLM000003713,POL000055122,CUST00017079,Property Damage,2025-10-11,2025-10-19,2477673,Approved,2286211,54,No,0.466,Customer,Medium
CLM000003714,POL000031145,CUST00016816,Theft,2024-12-27,2024-12-28,61015,Partially Approved,45038,18,No,0.5018,Customer,Low
CLM000003715,POL000118338,CUST00094880,Theft,2023-11-10,2023-11-17,41806,Approved,40303,23,No,0.1189,Third Party,Low
CLM000003716,POL000077353,CUST00000334,Theft,2024-10-09,2024-10-14,438373,Rejected,0,20,No,0.7944,Hospital,Low
CLM000003717,POL000094454,CUST00018346,Vehicle Damage,2022-11-19,2022-11-27,1458192,Approved,1296756,14,No,0.1792,Third Party,Low
CLM000003718,POL000076492,CUST00029000,Accident,2022-08-23,2022-08-30,57467,Approved,46294,4,No,0.439,Police,Medium
CLM000003719,POL000022555,CUST00022049,Property Damage,2022-09-19,2022-09-23,325844,Approved,322322,15,No,0.1732,Third Party,Low
CLM000003720,POL000148955,CUST00089771,Liability,2025-07-31,2025-08-08,102968,Approved,99195,22,No,0.4754,Third Party,Medium
CLM000003721,POL000117590,CUST00075251,Hospitalization,2026-03-23,2026-03-27,438768,Approved,397638,17,No,0.9472,Police,Low
CLM000003722,POL000049175,CUST00060324,Travel Disruption,2026-03-09,2026-03-11,116743,Rejected,0,20,No,0.4188,Police,Medium
CLM000003723,POL000089162,CUST00008213,Accident,2022-03-11,2022-03-19,152471,Approved,145116,31,No,0.4376,Police,Medium
CLM000003724,POL000072729,CUST00052401,Accident,2025-08-04,2025-08-08,502082,Approved,481285,26,No,0.6378,Customer,Low
CLM000003725,POL000019086,CUST00067347,Vehicle Damage,2025-01-20,2025-01-22,220790,Under Investigation,0,33,No,0.8803,Police,Medium
CLM000003726,POL000014576,CUST00022903,Property Damage,2024-05-05,2024-05-10,87465,Approved,77720,20,Suspected,0.8228,Third Party,Low
CLM000003727,POL000096938,CUST00099982,Death,2025-02-24,2025-02-26,87251,Approved,82715,50,No,0.213,Garage,High
CLM000003728,POL000113417,CUST00014864,Vehicle Damage,2026-06-25,2026-06-30,222413,Partially Approved,157013,53,No,0.2704,Surveyor,Low
CLM000003729,POL000147441,CUST00040549,Theft,2026-03-09,2026-03-14,71241,Rejected,0,8,No,0.4922,Customer,Low
CLM000003730,POL000142429,CUST00070590,Death,2025-11-18,2025-12-03,120634,Approved,120131,4,Suspected,0.1585,Hospital,Medium
CLM000003731,POL000121270,CUST00087047,Theft,2022-09-27,2022-10-02,27864,Approved,26918,15,No,0.095,Customer,Low
CLM000003732,POL000055525,CUST00030398,Property Damage,2025-04-14,2025-04-15,271408,Rejected,0,19,No,0.3168,Garage,High
CLM000003733,POL000097588,CUST00043516,Hospitalization,2025-10-15,2025-10-27,122662,Approved,109912,48,No,0.3954,Third Party,High
CLM000003734,POL000097742,CUST00002104,Hospitalization,2022-02-21,2022-02-22,36333,Approved,31032,32,No,0.0835,Surveyor,Medium
CLM000003735,POL000134691,CUST00075704,Travel Disruption,2022-03-16,2022-03-22,79698,Approved,66368,31,No,0.9662,Customer,Medium
CLM000003736,POL000035920,CUST00037408,Vehicle Damage,2026-08-27,2026-08-29,63034,Approved,56400,22,No,0.6692,Police,Low
CLM000003737,POL000082058,CUST00039914,Travel Disruption,2024-06-11,2024-06-16,73106,Approved,61157,29,No,0.7921,Surveyor,Low
CLM000003738,POL000044537,CUST00072220,Travel Disruption,2023-11-02,2023-11-05,33767,Approved,27861,10,No,0.4937,Garage,Low
CLM000003739,POL000080724,CUST00094742,Travel Disruption,2022-01-22,2022-01-28,141937,Approved,117195,22,No,0.5628,Surveyor,Low
CLM000003740,POL000096896,CUST00042574,Theft,2022-04-07,2022-04-15,32579,Partially Approved,15170,13,No,0.9131,Police,Medium
CLM000003741,POL000093888,CUST00000055,Liability,2025-03-04,2025-03-12,600528,Approved,510799,4,No,0.1365,Third Party,Low
CLM000003742,POL000016668,CUST00018269,Hospitalization,2023-05-30,2023-05-31,104462,Approved,99848,71,No,0.8984,Surveyor,Low
CLM000003743,POL000012803,CUST00034597,Vehicle Damage,2022-04-15,2022-04-17,258167,Approved,222071,21,No,0.1654,Police,Low
CLM000003744,POL000069991,CUST00043257,Property Damage,2022-05-04,2022-05-06,37528,Approved,30173,16,No,0.0343,Police,Low
CLM000003745,POL000123359,CUST00018996,Death,2023-01-03,2023-01-15,15586,Approved,13984,30,No,0.7602,Hospital,Low
CLM000003746,POL000142983,CUST00013939,Death,2024-06-02,2024-06-06,79923,Approved,66676,19,No,0.7633,Surveyor,Medium
CLM000003747,POL000043301,CUST00000287,Death,2025-07-26,2025-08-01,421620,Approved,382089,15,No,0.4288,Garage,Medium
CLM000003748,POL000148126,CUST00051931,Liability,2022-06-07,2022-06-10,203926,Pending,0,23,No,0.9572,Surveyor,High
CLM000003749,POL000109340,CUST00019344,Travel Disruption,2025-07-08,2025-07-23,151410,Approved,138324,9,No,0.3767,Police,High
CLM000003750,POL000149741,CUST00070358,Hospitalization,2022-03-06,2022-03-06,67669,Approved,55660,14,No,0.3713,Third Party,Medium
CLM000003751,POL000013538,CUST00092888,Hospitalization,2025-02-17,2025-02-18,74732,Rejected,0,1,No,0.6557,Hospital,Low
CLM000003752,POL000123371,CUST00058276,Accident,2026-06-16,2026-06-29,59834,Partially Approved,40008,18,No,0.0155,Hospital,Low
CLM000003753,POL000062309,CUST00058198,Travel Disruption,2023-08-10,2023-08-14,71121,Rejected,0,14,Suspected,0.3628,Police,Medium
CLM000003754,POL000122928,CUST00087951,Death,2024-11-13,2024-11-17,3126,Approved,3105,15,No,0.7386,Surveyor,Medium
CLM000003755,POL000145826,CUST00096892,Property Damage,2022-02-05,2022-02-15,135178,Partially Approved,98198,20,No,0.1811,Police,Low
CLM000003756,POL000098244,CUST00049185,Theft,2025-11-08,2025-11-18,182039,Approved,171104,15,No,0.1768,Police,Medium
CLM000003757,POL000026707,CUST00089756,Vehicle Damage,2022-08-15,2022-08-19,176848,Partially Approved,80958,32,No,0.7794,Police,Medium
CLM000003758,POL000126557,CUST00008704,Travel Disruption,2025-02-14,2025-02-18,124978,Approved,104697,16,No,0.6836,Hospital,Medium
CLM000003759,POL000063644,CUST00010363,Property Damage,2024-10-26,2024-10-27,34953,Partially Approved,18785,39,No,0.2959,Garage,High
CLM000003760,POL000125128,CUST00013182,Accident,2025-06-03,2025-06-06,150598,Approved,125148,21,No,0.5148,Surveyor,High
CLM000003761,POL000098251,CUST00068789,Liability,2024-04-08,2024-04-12,310315,Approved,283868,23,No,0.1869,Surveyor,Low
CLM000003762,POL000005000,CUST00037495,Vehicle Damage,2022-01-19,2022-01-21,16689,Partially Approved,8027,19,No,0.7191,Third Party,Low
CLM000003763,POL000102163,CUST00026552,Property Damage,2022-09-27,2022-09-29,1079978,Approved,893042,22,No,0.3519,Customer,High
CLM000003764,POL000000091,CUST00054912,Hospitalization,2025-11-10,2025-11-21,176193,Under Investigation,0,44,No,0.3807,Surveyor,Low
CLM000003765,POL000029818,CUST00074151,Theft,2024-08-11,2024-08-17,192830,Approved,186439,12,No,0.7592,Surveyor,Low
CLM000003766,POL000017847,CUST00090938,Hospitalization,2023-11-20,2023-12-03,682333,Approved,657898,12,No,0.4839,Surveyor,Low
CLM000003767,POL000102342,CUST00082452,Vehicle Damage,2022-12-15,2022-12-18,1130549,Approved,1079815,8,No,0.366,Third Party,Low
CLM000003768,POL000032489,CUST00056624,Death,2026-03-20,2026-03-28,309527,Approved,279768,24,No,0.0822,Customer,High
CLM000003769,POL000137360,CUST00092516,Property Damage,2023-06-26,2023-06-29,4888,Approved,4737,7,No,0.1045,Garage,Low
CLM000003770,POL000059492,CUST00096190,Accident,2024-10-14,2024-10-26,99573,Approved,82285,10,No,0.9083,Police,Low
CLM000003771,POL000106704,CUST00011660,Hospitalization,2022-07-30,2022-08-14,350160,Approved,311314,3,No,0.2892,Garage,Low
CLM000003772,POL000013131,CUST00049585,Accident,2023-09-16,2023-09-20,227658,Approved,205338,15,No,0.2406,Hospital,High
CLM000003773,POL000136318,CUST00082866,Vehicle Damage,2022-10-14,2022-10-21,34837,Approved,33955,8,No,0.962,Hospital,Medium
CLM000003774,POL000092466,CUST00076028,Travel Disruption,2023-07-28,2023-08-06,296479,Approved,292895,12,No,0.361,Police,High
CLM000003775,POL000147405,CUST00010724,Theft,2024-11-03,2024-11-10,389592,Approved,331040,22,No,0.4701,Customer,Medium
CLM000003776,POL000107860,CUST00005322,Travel Disruption,2022-02-18,2022-03-04,39955,Rejected,0,9,No,0.6768,Surveyor,Low
CLM000003777,POL000144968,CUST00016918,Hospitalization,2026-07-09,2026-07-10,256560,Approved,244348,30,No,0.9361,Customer,Low
CLM000003778,POL000068988,CUST00009136,Travel Disruption,2024-09-06,2024-09-13,1076208,Approved,1013289,9,No,0.5209,Surveyor,Medium
CLM000003779,POL000117017,CUST00086931,Travel Disruption,2025-06-22,2025-06-25,2121824,Partially Approved,994275,24,No,0.3909,Third Party,Medium
CLM000003780,POL000145650,CUST00034147,Accident,2025-06-10,2025-06-13,16511,Approved,13356,31,No,0.7187,Customer,Medium
CLM000003781,POL000040004,CUST00045087,Hospitalization,2022-12-11,2022-12-14,100796,Rejected,0,18,No,0.2596,Third Party,Low
CLM000003782,POL000123288,CUST00011754,Property Damage,2024-06-01,2024-06-10,160114,Approved,141092,20,No,0.6092,Garage,Low
CLM000003783,POL000123339,CUST00028018,Death,2024-02-16,2024-02-19,38976,Under Investigation,0,34,No,0.4187,Third Party,Low
CLM000003784,POL000060556,CUST00009995,Liability,2026-02-03,2026-02-13,1396780,Approved,1194181,10,No,0.2552,Customer,Low
CLM000003785,POL000102136,CUST00000185,Hospitalization,2025-12-27,2025-12-30,183691,Approved,164813,29,No,0.0008,Garage,High
CLM000003786,POL000133812,CUST00040515,Theft,2026-04-20,2026-05-04,27300,Under Investigation,0,11,No,0.8764,Hospital,Low
CLM000003787,POL000094927,CUST00015630,Death,2026-03-23,2026-03-30,39212,Approved,31487,41,No,0.1084,Garage,Medium
CLM000003788,POL000111328,CUST00024532,Accident,2024-10-03,2024-10-05,1615994,Pending,0,14,No,0.9308,Garage,Low
CLM000003789,POL000138552,CUST00066515,Death,2022-06-30,2022-07-05,753709,Partially Approved,393279,6,No,0.5819,Hospital,Medium
CLM000003790,POL000071798,CUST00088936,Travel Disruption,2024-09-24,2024-09-28,80357,Approved,68750,15,No,0.5378,Police,Medium
CLM000003791,POL000083079,CUST00052067,Liability,2024-07-05,2024-07-07,38311,Approved,37883,25,No,0.6898,Hospital,Medium
CLM000003792,POL000043754,CUST00077053,Theft,2024-09-13,2024-09-18,295826,Approved,260437,7,No,0.3294,Police,Medium
CLM000003793,POL000094781,CUST00016663,Vehicle Damage,2025-07-15,2025-07-17,269084,Approved,248805,14,No,0.7523,Hospital,Medium
